iter	RMSE	Tweedie:variance_power=1.2
466	783.4933903	180.2769781
467	783.4931804	180.2298144
468	783.4929896	180.1808218
469	783.4928529	180.1401453
470	783.4924497	180.0654442
471	783.4922984	180.0169403
472	783.4922049	179.9832887
473	783.4919175	179.921914
474	783.4918969	179.897468
475	783.4918894	179.8805757
476	783.491705	179.8361633
477	783.4915199	179.7871782
478	783.4914886	179.7639664
479	783.4912687	179.719599
480	783.4911745	179.6855598
481	783.4911655	179.6716125
482	783.4908046	179.6064247
483	783.4905211	179.5455383
484	783.4902764	179.4944448
485	783.4901989	179.4686782
486	783.4901781	179.4494209
487	783.490089	179.4181546
488	783.489934	179.3738383
489	783.4897218	179.3249016
490	783.4894849	179.2775219
491	783.4892397	179.2311368
492	783.489122	179.1956531
493	783.4889809	179.1586058
494	783.4889235	179.1296492
495	783.4888895	179.1077022
496	783.4887671	179.0734116
497	783.4887217	179.0519552
498	783.4886381	179.0231834
499	783.4883927	178.9759984
